Name,CAS,Phase,A,B,C,Tchar,thetachar,DeltaCp,DeltaHref,DeltaSref,Tref,phi0,N,Source,flag,Cat_1,Cat_2,Cat_3
123478-HxCDD,39227-28-6,RtxDioxin2,-109.48,16738.0,13.68,319.28,40.653,113.74,-97862.0,-126.04,90.0,0.0005555555555555556,NaN,Stultz2020,String[],PCDD,,
123678-HxCDD,57653-85-7,RtxDioxin2,-104.26,16395.0,12.96,321.1,40.619,107.76,-97186.0,-123.91,90.0,0.0005555555555555556,NaN,Stultz2020,String[],PCDD,,
123789-HxCDD,19408-74-3,RtxDioxin2,-89.75,15308.0,10.98,322.47,40.459,91.293,-94127.0,-116.78,90.0,0.0005555555555555556,NaN,Stultz2020,String[],PCDD,,
1234678-HPCDD,35822-46-9,RtxDioxin2,-113.7,17550.0,14.2,338.21,42.144,118.07,-103040.0,-131.32,90.0,0.0005555555555555556,NaN,Stultz2020,String[],PCDD,,
?CDD,,RtxDioxin2,46.88,5124.0,-7.61,350.98,39.452,-63.273,-65581.0,-46.474,90.0,0.0005555555555555556,NaN,Stultz2020,"[""lambertw > 0"", ""A > 0"", ""C < 0""]",,,
2378-TCDF,51207-31-9,RtxDioxin2,-76.57,13273.0,9.31,284.38,38.458,77.408,-82250.0,-102.93,90.0,0.0005555555555555556,NaN,Stultz2020,String[],PCDF,,
12378-PCDF,57117-41-6,RtxDioxin2,-86.03,14298.0,10.58,300.09,39.913,87.967,-86935.0,-108.78,90.0,0.0005555555555555556,NaN,Stultz2020,String[],PCDF,,
23478-PCDF,57117-31-4,RtxDioxin2,-90.17,14777.0,11.11,302.54,39.542,92.374,-89320.0,-112.82,90.0,0.0005555555555555556,NaN,Stultz2020,String[],PCDF,,
123478-HxCDF,70648-26-9,RtxDioxin2,-106.77,16289.0,13.37,318.19,41.712,111.16,-95068.0,-121.28,90.0,0.0005555555555555556,NaN,Stultz2020,String[],PCDF,,
123678-HxCDF,57117-44-9,RtxDioxin2,-98.97,15762.0,12.28,316.19,40.743,102.1,-93974.0,-118.91,90.0,0.0005555555555555556,NaN,Stultz2020,String[],PCDF,,
234678-HxCDF,60851-34-5,RtxDioxin2,-101.0,16035.0,12.54,319.9,40.906,104.26,-95458.0,-120.88,90.0,0.0005555555555555556,NaN,Stultz2020,String[],PCDF,,
123789-HxCDF,72918-21-9,RtxDioxin2,-97.91,15796.0,12.14,325.41,42.005,100.94,-94678.0,-118.12,90.0,0.0005555555555555556,NaN,Stultz2020,String[],PCDF,,
1234678-HpCDF,67562-39-4,RtxDioxin2,-108.7,16910.0,13.57,334.39,42.595,112.83,-99624.0,-125.86,90.0,0.0005555555555555556,NaN,Stultz2020,String[],PCDF,,
1234789-HpCDF,55673-89-7,RtxDioxin2,-112.98,17400.0,14.14,342.1,43.507,117.57,-101980.0,-128.77,90.0,0.0005555555555555556,NaN,Stultz2020,String[],PCDF,,
?CDF,,RtxDioxin2,65.22,3609.0,-10.08,351.56,39.396,-83.81,-60442.0,-35.584,90.0,0.0005555555555555556,NaN,Stultz2020,"[""lambertw > 0"", ""A > 0"", ""C < 0""]",,,
2378-TCDD,1746-01-6,Rxi17SilMS,-203.46,22516.0,26.73,303.23,46.727,222.25,-106500.0,-159.32,90.0,0.001,NaN,Stultz2020,String[],PCDD,,
12378-PCDD,40321-76-4,Rxi17SilMS,-191.2,22180.0,24.96,322.52,48.528,207.53,-109050.0,-158.85,90.0,0.001,NaN,Stultz2020,String[],PCDD,,
123478-HxCDD,39227-28-6,Rxi17SilMS,-185.37,22208.0,24.1,340.86,50.873,200.38,-111880.0,-159.68,90.0,0.001,NaN,Stultz2020,String[],PCDD,,
123678-HxCDD,57653-85-7,Rxi17SilMS,-175.93,21606.0,22.78,340.13,49.257,189.4,-110860.0,-156.86,90.0,0.001,NaN,Stultz2020,String[],PCDD,,
123789-HxCDD,19408-74-3,Rxi17SilMS,-165.54,20805.0,21.38,344.97,50.341,177.76,-108430.0,-150.73,90.0,0.001,NaN,Stultz2020,String[],PCDD,,
1234678-HPCDD,35822-46-9,Rxi17SilMS,-42.07,11784.0,4.47,353.57,43.727,37.166,-84480.0,-93.539,90.0,0.001,NaN,Stultz2020,String[],PCDD,,
?CDD,,Rxi17SilMS,380.38,-20211.0,-53.18,-26.511,-8.5736,-442.16,7474.8,114.02,90.0,0.001,NaN,Stultz2020,"[""A > 0"", ""B < 0"", ""C < 0"", ""θchar < 0""]",,,
2378-TCDF,51207-31-9,Rxi17SilMS,-199.61,22184.0,26.21,301.72,46.438,217.92,-105310.0,-157.12,90.0,0.001,NaN,Stultz2020,String[],PCDF,,
12378-PCDF,57117-41-6,Rxi17SilMS,-181.58,21214.0,23.7,319.96,49.148,197.05,-104830.0,-151.1,90.0,0.001,NaN,Stultz2020,String[],PCDF,,
23478-PCDF,57117-31-4,Rxi17SilMS,-176.53,21075.0,22.96,324.29,48.508,190.9,-105900.0,-151.53,90.0,0.001,NaN,Stultz2020,String[],PCDF,,
123478-HxCDF,70648-26-9,Rxi17SilMS,-175.41,21242.0,22.79,339.59,51.592,189.49,-107800.0,-151.96,90.0,0.001,NaN,Stultz2020,String[],PCDF,,
123678-HxCDF,57117-44-9,Rxi17SilMS,-165.18,20557.0,21.37,339.57,50.303,177.68,-106400.0,-148.31,90.0,0.001,NaN,Stultz2020,String[],PCDF,,
234678-HxCDF,60851-34-5,Rxi17SilMS,-165.87,20802.0,21.43,344.22,50.342,178.18,-108250.0,-150.61,90.0,0.001,NaN,Stultz2020,String[],PCDF,,
123789-HxCDF,72918-21-9,Rxi17SilMS,-163.69,20605.0,21.17,354.15,53.722,176.02,-107400.0,-147.39,90.0,0.001,NaN,Stultz2020,String[],PCDF,,
1234678-HpCDF,67562-39-4,Rxi17SilMS,-164.08,20881.0,21.16,353.45,51.509,175.93,-109720.0,-151.2,90.0,0.001,NaN,Stultz2020,String[],PCDF,,
1234789-HpCDF,55673-89-7,Rxi17SilMS,94.51,1308.0,-14.12,358.84,39.037,-117.4,-53509.0,-23.653,90.0,0.001,NaN,Stultz2020,"[""lambertw > 0"", ""A > 0"", ""C < 0""]",PCDF,,
?CDF,,Rxi17SilMS,463.94,-26635.0,-64.56,11.484,-9.8093,-536.78,26525.0,156.4,90.0,0.001,NaN,Stultz2020,"[""A > 0"", ""B < 0"", ""C < 0"", ""θchar < 0""]",,,
